embryo	0.180878297125
code	1.0
heterozygous mutate	0.0308113308933
cysteine-rich	0.0122693394796
retinal vascular	0.000402609920109
blindness	0.00589618203257
ros	0.111072523812
coreceptor	0.0215809782296
derive	0.0490272450857
ligand	1.0
kidney	0.645482556035
kinase	0.751327227593
fevr	0.000162060568853
missense mutat	1.28124260325e-07
embryogenesis	0.132513738825
extracellular	1.0
opt	2.71806466548e-05
junction	0.138026475874
glycolysis	0.0842772905876
rna	0.655120154393
sign pathway	0.724464760943
exon	0.0189663155524
facial	0.0376969328639
neur	0.0683130434136
placenta	0.0571955527725
reveal	0.485533905211
synapse	0.406151279665
respiratory	0.0120001252368
organ	0.0842772905876
skeletal	0.0858834498175
revert	0.000162060568853
mild	0.143594172025
unrelated	0.0957205838218
mrna	0.115560538095
vascular growth	0.0002692523873
chick	0.092404301943
bone	0.700708501431
oxid	1.28124260325e-07
metabolic	0.676092574312
compound heterozygous	0.0137905338127
peripheral	0.65716037651
wnt sign	6.75436436737e-06
sign	1.0
fold	1.0
imply	3.83426025814e-06
catalyze	0.176927024388
vasculature	0.0376969328639
membran	2.26820276401e-12
acid	0.453275929884
transport	0.193034284983
cns	0.11810448417
nuclear	1.0
phosphoryl	0.00204799510692
wnt ligand	6.87452905291e-05
canonic wnt	0.000429769834013
transmembrane protein	0.0451230607699
cell polar	0.000692320471897
sever	5.61002150298e-10
vascular	0.651799097143
norrin	8.12856914434e-05
ocular	0.000102690649469
bm	0.000402609920109
cycl	2.71806466548e-05
respiration	0.0101379258018
insulin	0.272766513495
atp	0.745469849145
ndp	8.12856914434e-05
antibody	1.0
mitochondrium membrane	0.0600202708145
origin	6.87452905291e-05
nonsense	0.0108280667859
vascularization	0.00238183103544
angiogenic	2.71806466548e-05
oxide phosphoryl	1.28124260325e-07
beta-catenin	0.0013274630393
vascular system	0.0011927304308
receptor	1.0
tumorigenic	8.12856914434e-05
defect	0.740665574083
transcript	0.720270001245
autosomal dominant	0.189781977221
vertebrate	0.0116209712085
transform	0.189781977221
retinopathy	0.00589618203257
interest	8.12856914434e-05
nsclc	0.0265401426676
metabolism	1.0
synthesis	0.388351324456
novel mutat	2.71806466548e-05
form	2.26820276401e-12
lrp5	1.05520867673e-05
wnts	0.000138115261128
hereditary	0.0503558428315
secret protein	2.71806466548e-05
differentiate	0.538474610153
wnt	0.000633315951268
direct sequence	0.0376969328639
genomic dna	0.013020050675
retin	1.28124260325e-07
novel	0.00994723049765
cause familial	0.0011927304308
ventrum	0.0842772905876
nerve system	1.0
in_situ hybridization	0.183872933379
delete	0.358709257731
vascular develop	0.0108280667859
constant	0.149213942168
wnt pathway	6.70873508753e-07
spectrum	0.0138584660735
impair	0.658539351334
characterize	0.00773671980531
diverse	0.0275831792198
cell surface	0.202939670481
chromosome	0.00462484624711
fetu	2.71806466548e-05
perform	0.00589618203257
energy metabolism	0.0308113308933
peroxisome proliferator-activated	0.0477121392977
evr1	2.71806466548e-05
heterozygous	0.326124488925
phenotyp	5.61002150298e-10
wnt/beta-catenin sign	0.0145805822028
proliferate	0.773301145448
mrna express	0.663477055672
skeletal muscle	0.0664861116206
cysteine-rich domain	4.49795358772e-05
mitochondrium	0.117743616544
clinic feature	0.0748529440801
marrow	0.664917763843
nucleotide	0.287142205446
cli manifestation	2.71806466548e-05
sequent	0.000212454593942
ortholog	0.00589618203257
transcript fact	0.702344377494
mitochondria	0.0729847048385
inherit	0.287142205446
high conserve	1.0
norrie disease	2.71806466548e-05
muscle	0.0942545873577
peripheral retina	0.000162060568853
incomplete	0.000957189322995
