origin	0.00240578261615
embryo	0.737044432921
oxid	1.04205759022e-07
phosphoryl	0.00179761815958
constant	0.134256994774
facial	0.0334177783481
metabolic	0.661609649485
sequent	0.00518571609883
embryogenesis	0.119007963778
wnt pathway	0.000518994691088
spectrum	0.0825860724655
kinase	1
cell surface	0.652516725211
fold	1
imply	4.83521766889e-05
nerve system	1
receptor	0.748305199473
defect	1
oxide phosphoryl	1.04205759022e-07
mrna express	0.650656835458
beta-catenin	0.0781525288596
ros	0.0995016188962
transport	0.168164565844
proliferate	0.542926711275
fetu	2.37990815953e-05
acid	0.300541486088
form	4.21725321331e-10
perform	0.00518571609883
nuclear	1
energy metabolism	0.0272781395498
peroxisome proliferator-activated	0.0423695220358
vertebrate	0.0518636701187
missense mutat	2.37990815953e-05
wnt ligand	0.00240578261615
canonic wnt	0.00833856931175
transmembrane protein	0.0400530227777
cell polar	0.0114790843981
chromosome	0.0910867048653
sever	2.37990815953e-05
phenotyp	2.37990815953e-05
metabolism	1
synthesis	0.543050227435
membran	4.78694861528e-12
ocular	0.0225635396776
junction	0.124036334633
mrna	0.209256292047
glycolysis	0.0752426449235
lrp5	0.000654791319807
wnts	0.00387251854826
wnt sign	0.00209673746503
rna	0.64357512247
skeletal muscle	0.0564709983193
sign pathway	1
cycl	2.37990815953e-05
novel	0.293954921593
exon	0.0158398024656
cysteine-rich domain	0.00179761815958
wnt	0.0108148365366
mitochondrium	0.10118893857
transcript	0.477292017843
differentiate	0.749291365559
neur	0.227491896305
ortholog	0.00518571609883
retin	2.37990815953e-05
synapse	0.386542093559
respiratory	0.00997987807859
respiration	0.00893017908116
organ	0.0752426449235
characterize	0.17697300746
skeletal	0.0766929286247
mitochondria	0.062095596981
tissue	0.749261960222
inherit	0.261975924167
impair	0.646453090919
catalyze	0.256894997686
insulin	0.248518755948
atp	0.731369457267
chick	0.0825860724655
in_situ hybridization	0.166055564451
muscle	0.0772773182371
antibody	1
reveal	1
mitochondrium membrane	0.0534029645611
